firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Keegan,Rosenberry,FALSE,173,73,Defender,Senior,,2,col,17,"1,505",17,2,33,9,32,69.60%,54.80%,53.60%,84.30%,785,662,46.9,58.60%,34.80%,38.50%,8.70%,18.10%,75.20%,88.30%,30,6,0,0,13,11,5,0,0%,-,0,0,0,0,0,0,0,5,5,1,0,,,,,,
Michael,Barrios,FALSE,163,61,Forward,Senior,,12,col,17,698,6,5,1,0,5,60%,30.40%,21.70%,67.50%,154,104,19.9,16.70%,27.30%,27.30%,16.20%,29.20%,56.80%,84.60%,17,4,2,0,9,11,8,2,18.20%,349,1,1,0,0,2,0,0,10,8,2,0,,,,,,
Keegan,Hughes,FALSE,191,81,Defender,Supplemental Slots 29-30,Homegrown,22,clb,1,1,0,0,0,0,0,-,0%,-,0%,1,0,90,-,100.00%,0.00%,0.00%,0.00%,0%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Cucho,Hernández,FALSE,178,83,Forward,Senior,Designated PlayerInternational,9,clb,14,"1,247",14,2,5,1,6,60%,42.90%,40.40%,69%,432,298,31.2,52.50%,23.40%,22.00%,32.20%,22.50%,63%,82.40%,23,5,5,4,24,55,26,5,9.10%,249.4,0,5,0,0,4,1,0,18,22,2,0,,,,,,
Max,Arfsten,FALSE,185,78,Forward,Supplemental Slots 25-28,,27,clb,7,119,1,1,0,0,1,40%,53.30%,0%,84.80%,46,39,34.8,66.70%,19.60%,30.40%,13.00%,37.00%,81.10%,76.90%,4,1,2,0,4,3,2,2,66.70%,59.5,1,1,0,0,2,0,0,2,1,0,0,,,,,,
Mohamed,Farsi,FALSE,180,68,Defender,Senior,International,23,clb,19,"1,651",18,1,19,3,10,69%,43.80%,24.20%,85.50%,750,641,40.9,40.60%,23.70%,42.00%,3.90%,30.40%,79.60%,86.20%,41,8,4,0,21,4,1,0,0%,-,0,0,0,0,0,0,0,19,22,1,0,,,,,,
Noah,Fuson,FALSE,185,76,Forward,,,38,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibran,Rayo,FALSE,173,68,Forward,,,,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean,Zawadzki,FALSE,183,72,Midfielder,Supplemental Slots 29-30,Homegrown,25,clb,17,681,6,2,13,1,18,81.30%,66%,100%,88.60%,439,389,58,53.80%,33.70%,35.80%,16.90%,13.70%,86.60%,90.20%,1,0,0,0,1,3,3,2,66.70%,340.5,0,0,2,0,2,0,0,4,6,2,0,,,,,,
Milos,Degenek,FALSE,185,83,Defender,Senior,International,5,clb,10,744,9,1,32,12,12,66.70%,57.90%,51.20%,85.50%,525,449,63.5,59.40%,35.80%,29.70%,28.40%,6.10%,80.60%,88.30%,2,2,0,0,1,2,0,0,0%,-,0,0,0,0,0,0,0,5,7,2,0,,,,,,
Will,Sands,FALSE,178,70,Defender,Supplemental Slots 21-24,Homegrown,30,clb,7,488,7,5,4,3,4,81.80%,53.30%,50%,80.50%,195,157,36,75%,23.60%,1.00%,41.50%,33.80%,73.80%,83.90%,12,2,1,1,3,1,0,0,0%,-,0,0,0,0,0,0,0,5,6,1,0,,,,,,
Philip,Quinton,FALSE,198,93,Defender,Senior,,2,clb,12,937,10,1,33,5,18,40%,53.80%,56.10%,88.30%,623,550,59.8,46%,38.50%,25.50%,31.90%,4.00%,84.90%,90.10%,0,0,0,0,3,2,1,1,50%,937,0,0,1,0,1,0,0,4,7,2,0,,,,,,
Patrick,Schulte,FALSE,196,93,Goalkeeper,Supplemental Slots 21-24,Generation adidas,28,clb,17,"1,530",17,0,8,,,,,,75.30%,530,399,31.2,33%,57.50%,18.70%,23.80%,0.00%,25.50%,88.30%,0,0,0,0,0,,,,,,,,,,,,,0,2,2,0,68%,4,5,5,2,0
Yaw,Yeboah,FALSE,168,66,Forward,Senior,InternationalU22 Initiative,14,clb,18,"1,118",12,6,3,0,10,66.70%,41.40%,10%,82.50%,473,390,38.1,62.50%,24.30%,7.80%,36.60%,31.30%,76%,81%,34,3,1,1,17,13,7,3,23.10%,372.7,1,2,0,0,2,1,0,22,16,2,0,,,,,,
Steven,Moreira,FALSE,178,75,Defender,Senior,,31,clb,20,"1,766",20,2,37,8,12,41.70%,51.60%,24%,88.20%,"1,300","1,147",66.3,49.10%,39.50%,38.70%,15.80%,6.00%,83.60%,91.30%,11,4,1,2,10,3,2,0,0%,-,0,0,0,0,0,0,0,7,13,2,0,,,,,,
Gustavo,Vallecilla,TRUE,186,81,Defender,Senior,U22 InitiativeInternational,12,clb,11,840,10,7,16,5,10,75%,44.40%,50%,82.40%,597,492,64,38.70%,43.70%,15.20%,32.80%,8.20%,77.20%,87.40%,3,1,0,0,1,2,1,0,0%,-,0,0,0,0,0,0,0,0,14,3,0,,,,,,
Malte,Amundsen,FALSE,178,81,Defender,Senior,,18,clb,10,817,9,2,33,5,17,57.10%,40.30%,34.80%,83.90%,485,407,53.4,37%,36.90%,10.50%,38.40%,14.20%,74.30%,89.90%,6,3,0,1,4,3,2,2,66.70%,408.5,1,0,0,1,2,0,0,1,12,2,0,,,,,,
Alexandru,Matan,FALSE,165,60,Midfielder,Senior,InternationalU22 Initiative,20,clb,18,"1,367",16,10,1,1,9,77.80%,47.30%,33.30%,84.30%,542,457,35.7,60%,22.90%,29.70%,18.50%,29.00%,77.20%,91.70%,15,2,6,2,18,11,5,1,9.10%,"1,367",1,0,0,0,0,1,0,32,15,2,0,,,,,,
Brady,Scott,FALSE,191,83,Goalkeeper,Senior,,32,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan,Morris,FALSE,175,72,Midfielder,Senior,Homegrown,8,clb,18,"1,589",18,4,7,1,31,56.90%,52.70%,38.10%,92.10%,"1,139","1,049",64.5,81.10%,20.50%,29.10%,32.00%,18.40%,89.20%,94.80%,10,3,2,1,20,13,6,3,23.10%,529.7,0,2,1,0,3,0,0,25,38,4,0,,,,,,
Lucas,Zelarayán,FALSE,175,73,Midfielder,Senior,InternationalDesignated Player,10,clb,17,"1,437",17,9,5,0,6,45%,52.40%,33.30%,82.50%,731,603,45.8,65.90%,31.20%,15.70%,30.60%,22.40%,71.50%,93.20%,47,9,6,1,46,39,21,8,20.50%,179.6,0,8,0,0,7,1,0,29,19,3,0,,,,,,
Luis,Díaz,FALSE,175,72,Midfielder,Senior,,11,clb,2,60,0,0,1,0,0,-,44.40%,0%,80.80%,26,21,39,66.70%,15.40%,46.20%,7.70%,30.80%,80%,71.40%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,3,0,0,,,,,,
Thomas,Roberts,FALSE,180,68,Midfielder,Supplemental Slots 25-28,Homegrown,39,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eloy,Room,FALSE,191,99,Goalkeeper,Senior,,1,clb,3,270,3,0,2,,,,,,71.40%,84,60,28,33.30%,57.10%,9.50%,33.30%,0.00%,37.50%,79.40%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,70%,1,1,0,0,0
Christian,Ramírez,FALSE,188,85,Forward,Senior,,17,clb,16,959,12,10,7,0,2,0%,37%,20%,73.70%,209,154,19.6,40%,27.30%,24.90%,25.40%,22.50%,67.10%,85.20%,4,0,1,1,12,23,11,7,30.40%,137,2,5,0,0,6,1,0,10,4,1,0,,,,,,
Josh,Williams,FALSE,191,83,Defender,Senior,,3,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan,Bush,FALSE,188,86,Goalkeeper,Supplemental Slots 21-24,,24,clb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darlington,Nagbe,FALSE,173,75,Midfielder,Senior,Designated Player,6,clb,20,"1,695",19,5,15,3,11,40.90%,63.90%,67.70%,92.70%,945,876,50.2,81%,23.30%,25.90%,35.10%,15.70%,91.10%,94.90%,1,0,1,0,14,6,3,1,16.70%,"1,695",1,0,0,0,1,0,0,35,16,2,0,,,,,,
Jimmy,Medranda,FALSE,173,75,Defender,Senior,,94,clb,8,87,0,0,0,1,4,75%,60%,50%,80.60%,72,58,74.5,25%,37.50%,4.20%,34.70%,23.60%,73.90%,78.10%,6,1,0,0,2,3,1,1,33.30%,87,1,0,0,0,0,1,0,1,2,1,0,,,,,,
Kevin,Molino,FALSE,180,80,Forward,Senior,,13,clb,3,14,0,0,0,0,0,66.70%,100%,-,100%,12,12,77.1,-,41.70%,8.30%,25.00%,25.00%,100%,100%,1,1,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Eugene,Ansah,FALSE,,,Forward,Signed,,,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbert,Endeley,FALSE,178,69,Forward,Supplemental Slots 25-28,,27,dal,5,147,2,2,1,0,1,100%,53.30%,-,70.40%,27,19,16.5,100%,33.30%,22.20%,14.80%,29.60%,58.80%,75%,2,0,0,0,1,1,1,0,0%,-,0,0,0,0,0,0,0,4,0,0,0,,,,,,
Amet,Korça,FALSE,191,,Defender,Supplemental Slots 21-24,,24,dal,2,34,0,0,1,1,2,-,-,-,85.70%,7,6,18.5,0%,42.90%,57.10%,0.00%,0.00%,80%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Geovane,Jesus,FALSE,181,,Defender,,,2,dal,16,821,8,7,29,4,14,63.60%,63.70%,68.70%,68.80%,298,205,32.7,20%,41.30%,37.60%,2.70%,18.50%,58.30%,76.10%,19,5,2,0,6,7,4,0,0%,-,0,0,0,0,0,0,0,19,14,4,0,,,,,,
Nolan,Norris,FALSE,180,68,Defender,Supplemental Slots 29-30,Homegrown,32,dal,2,136,2,2,2,1,0,100%,33.30%,50%,86.40%,66,57,43.7,40%,15.20%,31.80%,24.20%,28.80%,72.70%,93.20%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,3,1,0,,,,,,
José,Mulato,FALSE,180,75,Forward,Senior,International,21,dal,6,94,0,0,0,0,0,100%,47.10%,50%,68.80%,16,11,15.3,-,25.00%,31.30%,18.80%,25.00%,69.20%,66.70%,0,0,0,0,1,1,0,0,0%,-,0,0,0,0,0,0,0,1,2,1,0,,,,,,
Bernard,Kamungo,FALSE,175,68,Forward,Supplemental Slots 21-24,,77,dal,9,187,1,1,1,0,2,20%,34.30%,10%,74.40%,43,32,20.7,83.30%,23.30%,41.90%,11.60%,23.30%,69.70%,81.80%,1,0,0,0,0,3,2,2,66.70%,93.5,2,0,0,0,2,0,0,4,2,0,0,,,,,,
Tarik,Scott,FALSE,178,64,Forward,,,41,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio,Carrera,FALSE,193,72,Goalkeeper,Signed,,13,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesús,Jiménez,FALSE,183,82,Forward,Senior,International,9,dal,13,499,5,5,0,0,2,75%,36.20%,31.80%,77.70%,130,101,23.4,42.90%,19.20%,21.50%,31.50%,27.70%,74.70%,78.70%,4,1,2,1,7,14,6,0,0%,-,0,0,0,0,0,0,0,3,3,0,0,,,,,,
Alan,Velasco,FALSE,167,63,Forward,Senior,InternationalYoung Designated Player,20,dal,17,"1,379",16,10,5,0,12,63%,48.90%,41.70%,79%,467,369,30.5,58.30%,22.50%,11.60%,42.80%,23.10%,70.50%,82.40%,32,8,1,1,21,27,10,2,7.40%,689.5,0,2,0,0,2,0,0,25,26,3,0,,,,,,
Maarten,Paes,FALSE,191,82,Goalkeeper,Senior,International,30,dal,17,"1,530",17,0,14,,,,,,66.30%,573,380,33.7,40.30%,57.90%,23.00%,19.00%,0.00%,30.30%,88.50%,0,0,0,0,0,,,,,,,,,,,,,1,1,1,0,76%,5,4,3,4,1
Tsiki,Ntsabeleng,FALSE,170,72,Midfielder,Supplemental Slots 25-28,,16,dal,11,289,3,3,1,0,3,20%,46.70%,54.50%,80.60%,134,108,41.7,25%,25.40%,28.40%,25.40%,20.90%,79.60%,80%,4,2,4,0,5,1,0,0,0%,-,0,0,0,0,0,0,0,8,6,2,0,,,,,,
Isaiah,Parker,TRUE,,,Defender,Supplemental Slots 21-24,Generation adidas,15,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo,Quignon,FALSE,178,73,Midfielder,Senior,International,5,dal,19,"1,245",14,5,20,3,22,45.70%,54.80%,56%,83.80%,770,645,55.7,44.60%,32.60%,26.80%,26.80%,13.90%,77.30%,90.40%,3,0,1,1,8,14,7,1,7.10%,"1,245",1,0,0,0,1,0,0,17,14,2,0,,,,,,
Collin,Smith,TRUE,178,78,Defender,Supplemental Slots 29-30,Homegrown,23,dal,2,109,2,2,1,0,1,-,0%,0%,73.90%,23,17,19,0%,39.10%,39.10%,4.30%,17.40%,72.70%,69.20%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,3,0,0,,,,,,
José,Martínez,FALSE,189,84,Defender,Senior,International,3,dal,14,"1,084",12,1,50,6,14,57.10%,58.90%,51.60%,86.40%,778,672,64.6,37.60%,40.70%,13.10%,40.20%,5.90%,68.80%,94.10%,1,0,0,1,1,5,1,1,20%,"1,084",0,0,1,0,1,0,0,1,5,1,0,,,,,,
Jáder,Obrian,FALSE,165,62,Forward,Senior,International,8,dal,16,"1,004",11,3,5,0,6,38.50%,47.30%,30.60%,74.60%,240,179,21.5,40%,25.80%,30.80%,22.10%,21.30%,69.30%,82.50%,9,1,2,1,22,10,4,2,20%,502,0,2,0,0,2,0,0,24,18,5,0,,,,,,
Justin,Che,TRUE,185,79,Defender,Signed,Homegrown,32,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkosi,Tafari,FALSE,193,87,Defender,Supplemental Slots 25-28,,17,dal,17,"1,383",15,0,66,8,14,50%,57.40%,59.50%,82.20%,878,722,57.1,45.90%,42.10%,25.90%,27.40%,4.60%,63.20%,92.60%,2,2,2,0,6,6,2,2,33.30%,691.5,0,1,1,0,2,0,0,5,15,4,0,,,,,,
Dante,Sealy,TRUE,178,80,Forward,Signed,Homegrown,,dal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwin,Cerrillo,FALSE,175,79,Midfielder,Senior,Homegrown,6,dal,16,"1,121",12,4,10,5,13,60%,37.60%,20%,86.90%,761,661,61.1,49.10%,25.80%,27.50%,29.60%,17.20%,82.40%,91.10%,3,1,0,1,6,4,1,0,0%,-,0,0,0,0,0,0,0,8,17,6,0,,,,,,
Sam,Junqua,FALSE,183,77,Defender,Senior,,29,dal,13,428,3,2,6,2,7,77.80%,38.10%,33.30%,75.40%,138,104,29,66.70%,38.40%,8.70%,31.20%,21.70%,68.40%,75.50%,9,0,0,0,3,5,2,1,20%,428,1,0,0,0,0,1,0,3,13,0,0,,,,,,
Ema,Twumasi,FALSE,173,76,Defender,Senior,Generation adidas,22,dal,13,818,10,5,15,2,4,44.40%,48.50%,83.30%,85%,381,324,41.9,29.60%,29.70%,37.30%,6.30%,26.80%,74.30%,91%,21,6,0,1,6,0,0,0,-,-,0,0,0,0,0,0,0,3,18,1,1,,,,,,
Paul,Arriola,FALSE,167,66,Forward,Senior,Designated Player,7,dal,12,879,11,8,3,1,4,69.20%,42.20%,42.90%,68%,278,189,28.5,34.60%,32.00%,27.30%,20.90%,19.80%,62.40%,72.90%,18,3,2,0,15,11,5,0,0%,-,0,0,0,0,0,0,0,9,11,1,0,,,,,,
Jesús,Ferreira,FALSE,173,68,Forward,Senior,Designated Player,10,dal,18,"1,535",17,3,9,0,6,45.50%,40.60%,26.10%,76.70%,493,378,28.9,39.10%,23.90%,33.10%,18.50%,24.50%,63.30%,90.10%,23,5,0,2,28,32,17,10,31.30%,153.5,4,6,0,0,10,0,0,5,8,1,0,,,,,,
Marco,Farfan,FALSE,178,72,Defender,Supplemental Slots 21-24,Homegrown,4,dal,20,"1,675",19,5,31,6,19,58.30%,54.10%,37.30%,83.40%,655,546,35.2,35.10%,31.10%,5.20%,41.50%,22.10%,73.70%,85.80%,34,7,2,0,11,7,2,1,14.30%,"1,675",1,0,0,0,1,0,0,26,13,3,0,,,,,,
Paxton,Pomykal,FALSE,173,74,Midfielder,Senior,,19,dal,13,945,12,8,10,3,19,75%,50%,35.70%,85.50%,462,395,44,54.50%,28.60%,27.10%,21.60%,22.70%,78.20%,91.40%,9,4,1,0,9,3,2,0,0%,-,0,0,0,0,0,0,0,26,17,4,0,,,,,,
Sebastian,Lletget,FALSE,178,69,Midfielder,Senior,,12,dal,13,858,11,8,6,5,8,58.30%,42.50%,34.40%,85.70%,399,342,41.9,55.60%,29.80%,26.30%,23.60%,20.30%,77.60%,90.50%,14,1,1,1,10,6,3,0,0%,-,0,0,0,0,0,0,0,7,7,1,0,,,,,,
Jimmy,Maurer,FALSE,188,87,Goalkeeper,Senior,,1,dal,3,270,3,0,1,,,,,,76%,96,73,32,37.10%,56.30%,29.20%,14.60%,0.00%,25%,93.10%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,55.60%,0,1,0,0,0
Sebastien,Ibeagha,FALSE,188,85,Defender,Senior,,25,dal,18,"1,275",14,1,83,12,15,66.70%,60.50%,60%,83.70%,748,626,52.8,28.10%,38.40%,45.30%,10.70%,5.60%,63.70%,91%,0,0,1,0,1,3,2,1,33.30%,"1,275",0,0,1,0,1,0,0,9,5,1,0,,,,,,
Lewis,O'Brien,TRUE,173,74,Midfielder,Senior,,17,dc,14,"1,257",14,1,12,4,17,54.80%,52.50%,84.60%,85%,635,540,45.5,53.10%,34.20%,20.90%,26.10%,18.70%,77.60%,91.80%,15,3,1,0,21,15,4,1,6.70%,"1,257",1,0,0,0,1,0,0,26,23,4,0,,,,,,
Mohanad,Abdulkadhim Qasim Al Jebur Jeahze,FALSE,166,,Defender,Senior,International,5,dc,6,366,5,3,2,0,4,55.60%,55.20%,66.70%,74.20%,155,115,38.1,37.50%,37.40%,1.90%,43.90%,16.80%,61%,86.20%,10,2,1,1,3,3,0,0,0%,-,0,0,0,0,0,0,0,2,5,1,0,,,,,,
Matai,Akinmboni,TRUE,191,77,Defender,Supplemental Slots 25-28,Homegrown,45,dc,2,108,1,1,3,1,1,-,50%,50%,84%,50,42,41.7,75%,40.00%,8.00%,38.00%,14.00%,63.20%,93.80%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,1,0,0,,,,,,
Kristian,Fletcher,FALSE,,,Forward,Supplemental Slots 29-30,Homegrown,26,dc,9,58,0,0,0,0,0,100%,23.80%,50%,68.80%,32,22,49.7,0%,21.90%,15.60%,31.30%,31.30%,63.30%,100%,1,0,1,1,1,1,0,0,0%,-,0,0,0,0,0,0,0,1,2,0,0,,,,,,
Martín,Rodríguez,FALSE,171,78,Midfielder,Senior,International,77,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz,Klich,FALSE,183,84,Midfielder,Senior,Designated PlayerInternational,43,dc,21,"1,807",21,8,4,4,9,70.30%,43.90%,33.30%,81.20%,913,741,45.5,54.80%,31.50%,20.00%,24.00%,24.40%,69.50%,91.50%,42,13,5,2,50,18,8,2,11.10%,903.5,0,2,0,0,1,1,0,16,24,5,0,,,,,,
Luis,Zamudio,TRUE,191,86,Goalkeeper,Supplemental Slots 21-24,,50,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,Hopkins,TRUE,188,74,Midfielder,Supplemental Slots 29-30,Homegrown,25,dc,5,106,1,1,0,0,0,50%,25%,0%,78.40%,37,29,31.4,33.30%,35.10%,18.90%,24.30%,21.60%,73.30%,80%,3,1,0,0,1,5,2,0,0%,-,0,0,0,0,0,0,0,1,2,0,0,,,,,,
Christian,Benteke,FALSE,190,83,Forward,Senior,Designated Player,20,dc,20,"1,799",20,1,20,1,1,46.20%,55.50%,67.70%,64.80%,514,333,25.7,69.40%,26.10%,22.20%,29.00%,22.80%,60.70%,81%,1,1,2,1,27,47,19,8,17%,224.9,1,5,2,0,8,0,0,26,54,6,0,,,,,,
Jeremy,Garay,FALSE,175,67,Midfielder,Supplemental Slots 31,Homegrown,18,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxiarchis,Fountas,FALSE,170,65,Forward,Senior,InternationalDesignated Player,11,dc,14,843,9,5,1,0,1,54.50%,48.90%,38.50%,80.30%,223,179,23.8,71.40%,29.10%,20.60%,29.10%,21.10%,75%,95%,5,0,0,0,6,34,16,4,11.80%,210.8,0,4,0,0,3,1,0,14,13,2,0,,,,,,
Hayden,Sargis,FALSE,183,77,Defender,Supplemental Slots 25-28,,30,dc,1,1,0,0,0,0,0,-,-,-,-,0,0,0,-,-%,-%,-%,-%,-%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Theodore,Ku-Dipietro,FALSE,175,73,Midfielder,Supplemental Slots 25-28,Homegrown,21,dc,16,635,7,6,1,0,3,50%,50%,33.30%,78.20%,174,136,24.7,71.40%,31.60%,28.20%,18.40%,21.80%,73%,88.90%,10,4,1,1,6,10,7,3,30%,211.7,0,3,0,0,3,0,0,8,7,0,0,,,,,,
Gaoussou,Samake,FALSE,170,73,Defender,Senior,International,72,dc,5,362,5,4,3,1,8,57.10%,37.80%,66.70%,75.40%,130,98,32.3,50%,33.80%,3.80%,38.50%,23.80%,72%,74.20%,14,7,0,0,4,2,0,0,0%,-,0,0,0,0,0,0,0,1,9,0,0,,,,,,
Ravel,Morrison,FALSE,175,71,Midfielder,Senior,International,49,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigel,Robertha,FALSE,185,77,Forward,Senior,International,19,dc,4,203,3,3,0,0,0,-,30.40%,33.30%,67.60%,34,23,15.1,100%,29.40%,23.50%,23.50%,23.50%,51.70%,88.90%,4,0,0,0,0,2,2,0,0%,-,0,0,0,0,0,0,0,2,5,0,0,,,,,,
Derrick,Williams,FALSE,180,75,Defender,Senior,,3,dc,15,"1,170",13,1,42,8,16,66.70%,57.50%,58.50%,86.20%,701,604,53.9,57.10%,36.50%,24.80%,28.00%,10.70%,73.30%,93%,3,0,0,0,2,8,2,1,12.50%,"1,170",1,0,0,0,1,0,0,2,9,3,0,,,,,,
Jacob,Greene,FALSE,178,64,Defender,Supplemental Slots 29-30,Homegrown,33,dc,11,480,5,4,14,4,2,53.80%,52.90%,55.60%,69.30%,150,104,28.1,26.70%,39.30%,14.00%,26.70%,20.00%,70%,68.10%,2,1,0,0,2,2,1,1,50%,480,0,1,0,0,1,0,0,7,5,1,0,,,,,,
Cristian,Dájome,FALSE,172,70,Forward,Senior,International,,dc,17,691,7,7,1,0,4,54.50%,41.40%,34.60%,78.70%,207,163,27,28.60%,18.40%,31.40%,24.20%,26.10%,70%,76.50%,24,2,0,0,11,9,6,2,22.20%,345.5,1,1,0,0,2,0,0,14,12,2,0,,,,,,
Donovan,Pines,FALSE,186,91,Defender,Supplemental Slots 25-28,Homegrown,23,dc,16,"1,306",15,1,51,12,31,75%,65.20%,69.40%,88.80%,573,509,39.5,48.60%,31.80%,17.60%,35.60%,15.00%,75.90%,93.70%,1,0,0,0,6,9,5,3,33.30%,435.3,1,0,2,0,3,0,0,12,15,4,0,,,,,,
Ruan Gregório,Teixeira,FALSE,170,65,Defender,Senior,International,2,dc,11,707,8,5,8,1,7,59.10%,66.20%,66.70%,73.70%,217,160,27.6,55.60%,30.90%,37.30%,9.70%,22.10%,67.40%,74%,28,10,3,0,16,3,1,0,0%,-,0,0,0,0,0,0,0,13,7,2,0,,,,,,
Russell,Canouse,FALSE,177,72,Midfielder,Senior,,6,dc,15,"1,202",15,8,10,6,23,64.10%,58.60%,60%,84.40%,608,513,45.5,63.60%,30.80%,28.50%,25.30%,15.50%,76.30%,92.20%,4,2,1,0,3,3,1,0,0%,-,0,0,0,0,0,0,0,21,21,4,0,,,,,,
Pedro,Santos,FALSE,179,76,Midfielder,,,7,dc,14,"1,053",11,7,12,2,7,63.20%,53.50%,17.60%,74.60%,398,297,34,35.90%,38.40%,5.00%,40.70%,15.80%,64.40%,75.20%,47,11,1,0,12,9,5,1,11.10%,"1,053",0,1,0,0,1,0,0,25,16,2,0,,,,,,
Yamil,Asad,FALSE,178,74,Midfielder,Senior,,22,dc,11,169,1,1,0,0,0,66.70%,36.80%,33.30%,70.50%,78,55,41.5,-,29.50%,15.40%,35.90%,19.20%,64.50%,88.90%,2,1,0,0,1,3,2,0,0%,-,0,0,0,0,0,0,0,5,4,1,0,,,,,,
Chris,Durkin,FALSE,183,75,Midfielder,Supplemental Slots 25-28,HomegrownU22 Initiative,8,dc,20,"1,367",16,8,16,4,16,75.90%,47.10%,27.60%,79.70%,454,362,29.9,32.50%,35.20%,25.10%,16.70%,22.90%,68.50%,89.30%,40,10,1,0,19,9,4,2,22.20%,683.5,1,1,0,0,2,0,0,29,23,1,0,,,,,,
Brendan,Hines-Ike,FALSE,185,77,Defender,Senior,,4,dc,4,267,3,1,11,3,3,50%,53.80%,100%,88.70%,97,86,32.7,53.80%,39.20%,37.10%,8.20%,15.50%,78.60%,92.80%,0,0,0,0,0,1,0,0,0%,-,0,0,0,0,0,0,0,2,2,1,0,,,,,,
Tyler,Miller,FALSE,193,88,Goalkeeper,Senior,,1,dc,21,"1,890",21,0,25,,,,,,71.70%,966,693,46,48%,66.10%,19.40%,14.50%,0.00%,46%,92.70%,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,65%,6,20,6,1,0
Alex,Bono,FALSE,190,95,Goalkeeper,Supplemental Slots 21-24,,24,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Pálsson,FALSE,186,77,Midfielder,Senior,International,44,dc,16,"1,395",15,0,47,5,24,61.50%,61.90%,70.30%,76.90%,636,489,41,41.10%,47.50%,30.80%,6.30%,15.40%,61.30%,88.90%,19,4,2,1,6,4,0,0,0%,-,0,0,0,0,0,0,0,4,16,2,0,,,,,,
Andy,Najar,FALSE,170,68,Defender,Senior,,14,dc,11,681,7,3,6,2,7,78.60%,55.10%,64.30%,86.60%,321,278,42.4,62.90%,29.60%,42.10%,9.30%,19.00%,81.40%,91.10%,13,6,0,0,8,7,1,0,0%,-,0,0,0,0,0,0,0,10,12,3,0,,,,,,
